Animal_ID,State,Sex,Age_months,Birth_Weight_kg,Current_Weight_kg,Body_Condition_Score,Frame_Score,Parity,Health_Status,Forage_Type,Dry_Matter_Intake_kg,Crude_Protein_pct,TDN_pct,Water_Intake_L,Mineral_Supplement,Energy_Balance,Avg_Temp_C,Annual_Rainfall_mm,Season,Humidity_pct,Heat_Stress_Index,Altitude_m,Veld_Condition,Herd_Size,Grazing_System,Vaccination_Status,Deworming,Housing_Type,Breeding_Method,Record_Keeping,Avg_Daily_Gain_kg,Calving_Rate_pct,Weaning_Weight_kg,Enteric_CH4_kg,Manure_CH4_kg,Total_CH4_kg,CH4_CO2e_kg,Direct_CO2_kg,N2O_CO2e_kg,Total_CO2e_excl_CH4_kg,Carbon_Seq_kg_CO2,GHG_Gross_CO2e_kg,GHG_Net_CO2e_kg,Carbon_Intensity_kgCO2e_per_kgGain,Intervention_Moringa,Intervention_Tannin,Intervention_Genetic,Intervention_Solar,Num_Interventions,Baseline_Enteric_CH4_kg,Baseline_Manure_CH4_kg,Baseline_Total_CH4_kg,Baseline_Direct_CO2_kg,Baseline_N2O_CO2e_kg,Baseline_Carbon_Seq_kg,Baseline_Gross_GHG_CO2e_kg,Baseline_Net_GHG_CO2e_kg,Baseline_Carbon_Intensity,Int_Enteric_CH4_kg,Int_Manure_CH4_kg,Int_Total_CH4_kg,Int_Direct_CO2_kg,Int_N2O_CO2e_kg,Int_Carbon_Seq_kg,Int_Gross_GHG_CO2e_kg,Int_Net_GHG_CO2e_kg,Int_ADG_kg,Int_Carbon_Intensity,Delta_CH4_kg,Delta_Net_GHG_CO2e_kg,Delta_Pct_Net_GHG_Reduction
BSM-0044,Free State,Heifer,20,27.0,219.5,5.0,3,0,Healthy,Crop Residue,6.04,11.2,57.7,15.6,Yes,Positive,18.7,364,Summer,50.0,70.7,1218,Good,65,Rotational,Up to date,,Semi-intensive,AI,,0.45,,198.8,120.0,7.3,127.3,3564.4,251.49,263.23,514.72,900.0,4079.12,3179.12,19.36,No,No,Yes,No,1,120.0,7.3,127.3,251.49,263.23,900.0,4079.12,3179.12,19.36,104.651,7.3,111.951,229.958,263.23,930.239,3627.816,2697.577,0.45,16.424,15.349,481.543,15.15
BSM-0045,Limpopo,Steer,22,30.1,229.9,2.5,7,0,Healthy,Native Veld,4.26,15.6,56.9,22.6,Yes,Positive,24.4,545,Autumn,55.3,81.4,321,Good,267,Strip,Up to date,Regular,Extensive,Natural mating,Manual,0.834,,170.2,108.79,1.22,110.01,3080.28,177.91,258.59,436.5,900.0,3516.78,2616.78,8.6,Yes,No,No,No,1,108.79,1.22,110.01,177.91,258.59,900.0,3516.78,2616.78,8.6,93.438,1.22,94.658,177.91,231.455,900.0,3059.789,2159.789,0.9049,6.539,15.352,456.991,17.46
BSM-0046,North West,Heifer,13,29.2,121.8,4.0,3,0,Healthy,Improved Pasture,3.06,15.5,65.1,11.0,No,Positive,23.1,452,Summer,62.2,79.8,943,Poor,104,Continuous,Partial,Regular,Extensive,AI,Manual,0.529,,216.9,67.9,1.23,69.13,1935.64,305.86,184.56,490.42,900.0,2426.06,1526.06,7.9,No,No,No,No,0,67.9,1.23,69.13,305.86,184.56,900.0,2426.06,1526.06,7.9,67.9,1.23,69.13,305.86,184.56,900.0,2426.06,1526.06,0.529,7.904,0.0,0.0,0.0
BSM-0047,Limpopo,Cow,92,32.4,660.9,2.5,3,3,Healthy,Native Veld,15.41,14.0,54.7,43.8,No,Negative,27.0,413,Summer,75.5,88.1,591,Poor,67,Strip,Up to date,Regular,Extensive,Natural mating,Manual,1.184,54.9,168.2,120.0,6.46,126.46,3540.88,179.88,839.47,1019.35,507.53,4560.23,4052.7,9.38,No,Yes,Yes,No,2,120.0,6.46,126.46,179.88,839.47,507.53,4560.23,4052.7,9.38,82.839,6.46,89.299,170.524,708.007,523.71,3378.903,2855.193,1.172,6.674,37.161,1197.507,29.55
BSM-0048,North West,Bull,26,33.7,229.4,4.2,7,0,Mild Illness,Crop Residue,5.23,12.4,59.2,16.5,Yes,Positive,23.0,352,Winter,65.4,79.9,1386,Fair,250,Continuous,Partial,Occasional,Extensive,Natural mating,Manual,0.931,,205.6,120.0,1.34,121.34,3397.52,228.49,252.35,480.84,900.0,3878.36,2978.36,8.76,No,Yes,No,No,1,120.0,1.34,121.34,228.49,252.35,900.0,3878.36,2978.36,8.76,101.756,1.34,103.096,228.49,226.486,900.0,3341.664,2441.664,0.9297,7.195,18.244,536.696,18.02
BSM-0049,North West,Steer,20,34.2,250.5,3.5,4,0,Healthy,Native Veld,5.07,11.1,54.1,22.2,Yes,Positive,24.1,479,Summer,32.3,78.6,988,Good,86,Continuous,Partial,Regular,Extensive,Natural mating,Manual,0.974,,222.0,120.0,2.07,122.07,3417.96,180.82,218.98,399.8,900.0,3817.76,2917.76,8.21,No,No,No,No,0,120.0,2.07,122.07,180.82,218.98,900.0,3817.76,2917.76,8.21,120.0,2.07,122.07,180.82,218.98,900.0,3817.76,2917.76,0.974,8.207,0.0,0.0,0.0
BSM-0050,Limpopo,Bull,113,35.0,1213.4,4.0,5,0,Mild Illness,Improved Pasture,30.4,10.2,50.2,137.4,No,Neutral,24.4,456,Winter,71.9,83.1,459,Good,108,Continuous,Up to date,,Extensive,Both,Digital,0.809,,180.4,120.0,12.75,132.75,3717.0,327.85,1206.55,1534.4,900.0,5251.4,4351.4,14.74,Yes,Yes,Yes,No,3,120.0,12.75,132.75,327.85,1206.55,900.0,5251.4,4351.4,14.74,71.974,12.75,84.724,308.723,964.432,922.318,3645.427,2723.109,0.8836,8.443,48.026,1628.291,37.42
BSM-0051,Free State,Steer,7,36.1,81.9,2.6,5,0,Healthy,Crop Residue,1.63,15.5,71.3,7.7,Yes,Neutral,15.6,479,Winter,79.5,68.0,1660,Fair,238,Strip,Up to date,Regular,Semi-intensive,AI,Manual,0.582,,218.9,40.04,1.78,41.82,1170.96,272.5,98.31,370.81,900.0,1541.77,641.77,3.02,No,No,No,No,0,40.04,1.78,41.82,272.5,98.31,900.0,1541.77,641.77,3.02,40.04,1.78,41.82,272.5,98.31,900.0,1541.77,641.77,0.582,3.021,0.0,0.0,0.0
BSM-0052,Free State,Cow,111,33.8,1055.0,4.2,3,0,Healthy,Native Veld,24.82,12.4,59.5,106.4,Yes,Neutral,16.4,401,Summer,53.6,66.9,1434,Good,71,Continuous,Up to date,Regular,Extensive,AI,Manual,0.948,55.6,199.9,120.0,9.27,129.27,3619.56,144.84,1197.56,1342.4,900.0,4961.96,4061.96,11.74,No,No,No,No,0,120.0,9.27,129.27,144.84,1197.56,900.0,4961.96,4061.96,11.74,120.0,9.27,129.27,144.84,1197.56,900.0,4961.96,4061.96,0.948,11.739,0.0,0.0,0.0
BSM-0053,Free State,Steer,11,37.7,97.1,5.0,7,0,Healthy,Mixed,1.99,12.2,71.3,7.8,Yes,Neutral,20.9,527,Winter,78.5,77.5,1454,Fair,41,Strip,Up to date,Occasional,Extensive,Both,Digital,1.089,,211.3,47.97,1.21,49.18,1377.04,285.36,94.47,379.83,900.0,1756.87,856.87,2.16,No,No,Yes,No,1,47.97,1.21,49.18,285.36,94.47,900.0,1756.87,856.87,2.16,41.005,1.21,42.215,261.752,94.47,935.56,1538.242,602.682,1.089,1.516,6.965,254.188,29.66
BSM-0054,Free State,Heifer,12,32.4,120.3,4.0,6,0,Healthy,Improved Pasture,3.32,9.1,53.1,11.3,Yes,Positive,21.8,527,Summer,57.4,77.0,1785,Good,118,Strip,Up to date,Regular,Intensive,AI,Digital,0.708,,169.1,73.93,13.56,87.49,2449.72,499.7,117.56,617.26,727.49,3066.98,2339.49,9.05,No,No,No,No,0,73.93,13.56,87.49,499.7,117.56,727.49,3066.98,2339.49,9.05,73.93,13.56,87.49,499.7,117.56,727.49,3066.98,2339.49,0.708,9.053,0.0,0.0,0.0
BSM-0055,North West,Steer,6,31.5,71.2,3.5,4,0,Healthy,Improved Pasture,1.3,7.4,62.9,6.2,Yes,Negative,18.3,525,Spring,53.0,70.2,971,Fair,150,Rotational,Up to date,Regular,Extensive,Both,Manual,0.855,,195.4,30.0,0.29,30.29,848.12,315.07,37.43,352.5,900.0,1200.62,300.62,0.96,No,No,No,No,0,30.0,0.29,30.29,315.07,37.43,900.0,1200.62,300.62,0.96,30.0,0.29,30.29,315.07,37.43,900.0,1200.62,300.62,0.855,0.963,0.0,0.0,0.0
BSM-0056,Free State,Cow,108,33.8,1071.0,4.8,3,5,Healthy,Native Veld,21.42,15.5,54.4,106.6,No,Positive,16.6,404,Winter,46.6,66.5,1561,Poor,107,Rotational,Not vaccinated,Regular,Extensive,Natural mating,Manual,1.224,62.0,154.8,120.0,8.11,128.11,3587.08,161.43,1291.89,1453.32,900.0,5040.4,4140.4,9.27,No,No,No,No,0,120.0,8.11,128.11,161.43,1291.89,900.0,5040.4,4140.4,9.27,120.0,8.11,128.11,161.43,1291.89,900.0,5040.4,4140.4,1.224,9.268,0.0,0.0,0.0
BSM-0057,Limpopo,Heifer,17,31.4,134.5,2.0,5,0,Mild Illness,Mixed,2.75,9.8,67.4,8.5,No,Neutral,24.3,649,Spring,62.9,82.0,642,Fair,155,Rotational,Partial,Occasional,Extensive,Both,Manual,0.464,,232.8,67.26,1.14,68.4,1915.2,266.23,104.87,371.1,900.0,2286.3,1386.3,8.19,Yes,No,No,No,1,67.26,1.14,68.4,266.23,104.87,900.0,2286.3,1386.3,8.19,55.03,1.14,56.17,266.23,94.644,900.0,1933.634,1033.634,0.4981,5.685,12.23,352.666,25.44
BSM-0058,Limpopo,Cow,84,37.6,763.7,4.2,8,0,Healthy,Crop Residue,16.91,11.0,67.2,68.4,Yes,Neutral,24.0,431,Spring,41.5,79.4,878,Poor,58,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,0.9,51.6,139.7,120.0,7.9,127.9,3581.2,249.69,723.79,973.48,900.0,4554.68,3654.68,11.13,Yes,No,No,Yes,2,120.0,7.9,127.9,249.69,723.79,900.0,4554.68,3654.68,11.13,107.518,7.9,115.418,97.443,657.874,926.451,3987.021,3060.57,0.9671,8.67,12.482,594.11,16.26
BSM-0059,Limpopo,Cow,64,35.4,547.5,4.7,8,3,Mild Illness,Native Veld,11.13,8.0,52.5,42.6,Yes,Positive,22.1,615,Winter,35.2,75.3,490,Fair,37,Continuous,Up to date,Regular,Extensive,Both,Manual,0.683,51.7,181.1,120.0,4.23,124.23,3478.44,167.57,346.46,514.03,900.0,3992.47,3092.47,12.4,Yes,No,No,Yes,2,120.0,4.23,124.23,167.57,346.46,900.0,3992.47,3092.47,12.4,97.321,4.23,101.551,25.763,311.008,918.12,3180.199,2262.079,0.7461,8.306,22.679,830.391,26.85
BSM-0060,Limpopo,Heifer,16,34.3,158.1,2.2,7,0,Mild Illness,Native Veld,3.62,14.5,70.1,12.6,Yes,Negative,29.1,661,Autumn,31.4,87.5,738,Fair,124,Rotational,Up to date,Occasional,Extensive,Both,,1.073,,166.7,95.59,1.15,96.74,2708.72,159.76,204.24,364.0,900.0,3072.72,2172.72,5.55,No,No,No,No,0,95.59,1.15,96.74,159.76,204.24,900.0,3072.72,2172.72,5.55,95.59,1.15,96.74,159.76,204.24,900.0,3072.72,2172.72,1.073,5.548,0.0,0.0,0.0
BSM-0061,North West,Steer,9,32.4,127.0,3.4,7,0,Healthy,Crop Residue,3.39,7.2,54.3,14.9,Yes,Positive,20.7,369,Autumn,44.6,73.7,1062,Fair,165,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Manual,0.321,,206.9,83.7,4.15,87.85,2459.8,282.17,94.97,377.14,900.0,2836.94,1936.94,16.53,No,No,Yes,No,1,83.7,4.15,87.85,282.17,94.97,900.0,2836.94,1936.94,16.53,74.25,4.15,78.4,257.41,94.97,943.712,2547.58,1603.868,0.321,13.689,9.45,333.072,17.2
BSM-0062,Limpopo,Steer,18,30.8,222.3,2.6,3,0,Healthy,Improved Pasture,5.58,14.5,63.5,15.8,Yes,Positive,23.9,684,Spring,49.8,80.0,642,Good,243,Rotational,Up to date,Regular,Semi-intensive,Natural mating,Digital,1.038,,238.1,120.0,6.52,126.52,3542.56,369.73,314.83,684.56,900.0,4227.12,3327.12,8.78,Yes,No,No,Yes,2,120.0,6.52,126.52,369.73,314.83,900.0,4227.12,3327.12,8.78,105.476,6.52,111.996,115.923,278.025,929.319,3529.836,2600.517,1.1072,6.435,14.524,726.603,21.84
BSM-0063,Free State,Heifer,12,34.1,127.5,3.7,6,0,Healthy,Crop Residue,3.03,8.3,71.7,10.0,Yes,Negative,19.0,366,Spring,57.6,72.0,1620,Poor,136,Continuous,Partial,Regular,Semi-intensive,AI,Manual,0.413,,206.4,72.7,3.9,76.6,2144.8,258.23,97.86,356.09,290.79,2500.89,2210.1,14.66,No,No,No,No,0,72.7,3.9,76.6,258.23,97.86,290.79,2500.89,2210.1,14.66,72.7,3.9,76.6,258.23,97.86,290.79,2500.89,2210.1,0.413,14.661,0.0,0.0,0.0
BSM-0064,North West,Cow,109,28.6,844.0,3.9,5,6,Healthy,Improved Pasture,15.94,15.0,69.4,76.5,Yes,Neutral,19.7,479,Summer,44.6,71.9,1094,Fair,20,Continuous,Not vaccinated,Regular,Extensive,Natural mating,Manual,0.371,51.5,260.0,120.0,5.54,125.54,3515.12,308.42,930.36,1238.78,900.0,4753.9,3853.9,28.46,No,No,No,No,0,120.0,5.54,125.54,308.42,930.36,900.0,4753.9,3853.9,28.46,120.0,5.54,125.54,308.42,930.36,900.0,4753.9,3853.9,0.371,28.46,0.0,0.0,0.0
BSM-0065,Limpopo,Cow,56,36.6,358.0,2.9,3,7,Healthy,Crop Residue,8.93,13.6,71.0,40.0,Yes,Neutral,31.3,484,Spring,79.2,96.3,659,Fair,136,Strip,Up to date,Regular,Extensive,AI,,1.097,81.9,155.6,120.0,4.17,124.17,3476.76,231.28,472.57,703.85,900.0,4180.61,3280.61,8.19,Yes,No,Yes,No,2,120.0,4.17,124.17,231.28,472.57,900.0,4180.61,3280.61,8.19,87.129,4.17,91.299,219.33,420.831,943.125,3196.533,2253.408,1.1649,5.3,32.871,1027.202,31.31
BSM-0066,North West,Heifer,14,31.5,143.4,3.4,6,0,Healthy,Native Veld,2.82,8.5,57.5,12.2,Yes,Neutral,20.0,439,Winter,44.6,72.5,997,Fair,45,Continuous,Up to date,Occasional,Extensive,Natural mating,Digital,1.004,,157.5,76.17,1.28,77.45,2168.6,178.23,93.27,271.5,900.0,2440.1,1540.1,4.2,No,No,No,No,0,76.17,1.28,77.45,178.23,93.27,900.0,2440.1,1540.1,4.2,76.17,1.28,77.45,178.23,93.27,900.0,2440.1,1540.1,1.004,4.203,0.0,0.0,0.0
BSM-0067,Limpopo,Cow,47,32.9,546.6,2.8,7,0,Healthy,Native Veld,14.14,12.1,52.3,57.2,No,Negative,31.7,599,Autumn,52.0,94.3,472,Good,31,Rotational,Up to date,Occasional,Extensive,Both,Manual,1.284,56.2,167.7,120.0,6.46,126.46,3540.88,124.12,665.75,789.87,900.0,4330.75,3430.75,7.32,Yes,Yes,No,Yes,3,120.0,6.46,126.46,124.12,665.75,900.0,4330.75,3430.75,7.32,90.15,6.46,96.61,26.935,516.774,929.283,3248.789,2319.506,1.3555,4.688,29.85,1111.244,32.39
BSM-0068,Free State,Bull,84,29.3,685.1,3.1,8,0,Recovered,Improved Pasture,14.04,9.8,54.1,76.3,Yes,Positive,21.7,374,Autumn,35.2,74.6,1294,Poor,188,Continuous,Up to date,Regular,Extensive,Natural mating,Digital,0.872,,193.0,120.0,5.82,125.82,3522.96,352.26,535.39,887.65,900.0,4410.61,3510.61,11.03,No,Yes,No,No,1,120.0,5.82,125.82,352.26,535.39,900.0,4410.61,3510.61,11.03,96.029,5.82,101.849,352.26,467.572,900.0,3671.604,2771.604,0.8679,8.749,23.971,739.006,21.05
BSM-0069,Limpopo,Cow,84,34.2,798.0,2.5,4,4,Healthy,Mixed,17.69,8.6,61.0,62.7,No,Positive,25.5,567,Autumn,43.0,82.2,760,Good,72,Strip,Up to date,,Extensive,AI,Digital,0.883,57.1,164.3,120.0,7.25,127.25,3563.0,259.1,591.97,851.07,900.0,4414.07,3514.07,10.9,Yes,No,Yes,No,2,120.0,7.25,127.25,259.1,591.97,900.0,4414.07,3514.07,10.9,87.407,7.25,94.657,239.547,522.815,941.313,3412.758,2471.445,0.9319,7.266,32.593,1042.625,29.67
BSM-0070,Free State,Cow,51,30.6,331.7,4.7,8,6,Healthy,Native Veld,7.13,14.7,67.5,27.7,Yes,Positive,17.8,496,Winter,32.4,67.3,1457,Poor,288,Strip,Up to date,Regular,Extensive,Natural mating,Manual,1.078,54.8,171.2,120.0,2.56,122.56,3431.68,185.37,407.83,593.2,900.0,4024.88,3124.88,7.94,No,No,No,No,0,120.0,2.56,122.56,185.37,407.83,900.0,4024.88,3124.88,7.94,120.0,2.56,122.56,185.37,407.83,900.0,4024.88,3124.88,1.078,7.942,0.0,0.0,0.0
BSM-0071,Free State,Cow,81,33.9,629.1,2.0,5,3,Healthy,Improved Pasture,16.73,10.6,53.3,51.2,Yes,Positive,19.4,419,Summer,58.0,72.7,1224,Good,267,Continuous,Up to date,Regular,Extensive,Natural mating,Digital,0.656,79.2,205.5,120.0,6.17,126.17,3532.76,355.6,690.04,1045.64,900.0,4578.4,3678.4,15.36,No,No,No,No,0,120.0,6.17,126.17,355.6,690.04,900.0,4578.4,3678.4,15.36,120.0,6.17,126.17,355.6,690.04,900.0,4578.4,3678.4,0.656,15.363,0.0,0.0,0.0
BSM-0072,Limpopo,Cow,66,34.3,608.1,4.6,5,4,Mild Illness,Improved Pasture,11.72,10.6,64.5,66.9,Yes,Neutral,22.0,589,Winter,67.6,78.4,657,Good,147,Continuous,Up to date,Occasional,Extensive,Natural mating,Manual,0.341,93.5,159.0,120.0,4.84,124.84,3495.52,357.34,483.4,840.74,900.0,4336.26,3436.26,27.61,Yes,Yes,No,No,2,120.0,4.84,124.84,357.34,483.4,900.0,4336.26,3436.26,27.61,80.581,4.84,85.421,357.34,373.082,900.0,3122.21,2222.21,0.366,16.635,39.419,1214.05,35.33
BSM-0073,Limpopo,Bull,64,30.1,552.3,3.7,8,0,Healthy,Improved Pasture,13.07,8.5,57.1,34.6,Yes,Positive,29.3,470,Winter,39.8,88.7,685,Fair,95,Rotational,Up to date,Regular,Extensive,Natural mating,,0.553,,161.7,120.0,5.19,125.19,3505.32,315.89,432.28,748.17,900.0,4253.49,3353.49,16.61,Yes,Yes,No,No,2,120.0,5.19,125.19,315.89,432.28,900.0,4253.49,3353.49,16.61,79.453,5.19,84.643,315.89,327.559,900.0,3013.453,2113.453,0.5801,9.982,40.547,1240.037,36.98
BSM-0074,Free State,Bull,62,28.6,601.3,3.0,8,0,Healthy,Crop Residue,11.68,10.4,57.5,47.2,Yes,Positive,22.1,473,Autumn,48.4,76.6,1420,Poor,288,Continuous,Up to date,Regular,Extensive,Natural mating,,0.562,,180.0,120.0,4.43,124.43,3484.04,237.51,472.66,710.17,386.22,4194.21,3807.99,18.56,No,Yes,No,No,1,120.0,4.43,124.43,237.51,472.66,386.22,4194.21,3807.99,18.56,101.107,4.43,105.537,237.51,399.459,386.22,3592.005,3205.785,0.5597,15.692,18.893,602.205,15.81
BSM-0075,Free State,Steer,14,36.6,135.9,4.2,6,0,Healthy,Crop Residue,3.4,14.8,64.6,13.7,No,Positive,21.7,504,Winter,30.8,74.1,1496,Poor,165,Rotational,Up to date,Regular,Extensive,Both,Digital,0.669,,182.4,86.25,1.68,87.93,2462.04,206.07,195.8,401.87,900.0,2863.91,1963.91,8.04,No,No,No,No,0,86.25,1.68,87.93,206.07,195.8,900.0,2863.91,1963.91,8.04,86.25,1.68,87.93,206.07,195.8,900.0,2863.91,1963.91,0.669,8.043,0.0,0.0,0.0
BSM-0076,Free State,Cow,72,31.4,418.4,3.5,3,3,Recovered,Native Veld,11.32,10.3,60.3,39.3,No,Neutral,19.1,411,Spring,72.0,73.6,1402,Poor,67,Rotational,Partial,Regular,Extensive,Natural mating,Manual,1.338,90.4,215.3,120.0,3.87,123.87,3468.36,151.0,453.69,604.69,900.0,4073.05,3173.05,6.5,No,No,No,No,0,120.0,3.87,123.87,151.0,453.69,900.0,4073.05,3173.05,6.5,120.0,3.87,123.87,151.0,453.69,900.0,4073.05,3173.05,1.338,6.497,0.0,0.0,0.0
BSM-0077,Free State,Cow,40,32.7,420.0,3.5,7,5,Healthy,Mixed,9.39,15.6,67.9,36.2,Yes,Negative,22.5,514,Winter,69.0,79.4,1542,Good,218,Continuous,Not vaccinated,Regular,Extensive,AI,,1.185,59.2,167.5,120.0,3.37,123.37,3454.36,276.19,569.99,846.18,900.0,4300.54,3400.54,7.86,No,No,No,No,0,120.0,3.37,123.37,276.19,569.99,900.0,4300.54,3400.54,7.86,120.0,3.37,123.37,276.19,569.99,900.0,4300.54,3400.54,1.185,7.862,0.0,0.0,0.0
BSM-0078,Limpopo,Heifer,18,33.5,152.2,2.3,6,0,Healthy,Crop Residue,3.48,15.5,53.4,14.1,Yes,Positive,25.6,686,Autumn,33.2,81.4,423,Good,90,Rotational,Partial,Occasional,Extensive,Natural mating,Digital,1.33,,172.0,88.0,1.1,89.1,2494.8,239.67,209.89,449.56,900.0,2944.36,2044.36,4.21,Yes,No,No,Yes,2,88.0,1.1,89.1,239.67,209.89,900.0,2944.36,2044.36,4.21,76.772,1.1,77.872,48.876,191.112,912.415,2420.404,1507.989,1.4327,2.884,11.228,536.371,26.24
BSM-0079,North West,Cow,93,28.2,842.9,3.2,4,3,Healthy,Mixed,22.99,8.3,67.4,60.6,Yes,Neutral,25.0,569,Autumn,48.2,81.8,1260,Fair,111,Rotational,Partial,Occasional,Extensive,AI,Manual,1.398,81.6,204.5,120.0,8.52,128.52,3598.56,274.94,742.49,1017.43,900.0,4615.99,3715.99,7.28,No,Yes,No,No,1,120.0,8.52,128.52,274.94,742.49,900.0,4615.99,3715.99,7.28,95.319,8.52,103.839,274.94,646.279,900.0,3828.711,2928.711,1.4066,5.704,24.681,787.279,21.19
BSM-0080,Limpopo,Steer,17,33.4,180.9,2.7,8,0,Healthy,Improved Pasture,4.2,8.6,51.4,15.5,Yes,Positive,27.6,471,Winter,77.8,89.5,577,Fair,228,Rotational,Up to date,Regular,Extensive,Natural mating,,0.777,,210.0,92.04,1.3,93.34,2613.52,335.15,140.55,475.7,900.0,3089.22,2189.22,7.72,Yes,No,No,No,1,92.04,1.3,93.34,335.15,140.55,900.0,3089.22,2189.22,7.72,80.753,1.3,82.053,335.15,126.893,900.0,2759.527,1859.527,0.8297,6.14,11.287,329.693,15.06
BSM-0081,Free State,Heifer,9,32.3,81.8,2.0,4,0,Healthy,Mixed,1.87,14.8,54.3,7.4,Yes,Neutral,16.7,529,Spring,49.6,67.0,1749,Fair,67,Rotational,Up to date,Regular,Semi-intensive,AI,Digital,0.55,,225.7,42.1,1.4,43.5,1218.0,310.5,107.69,418.19,900.0,1636.19,736.19,3.67,No,No,Yes,No,1,42.1,1.4,43.5,310.5,107.69,900.0,1636.19,736.19,3.67,36.651,1.4,38.051,279.51,107.69,933.685,1452.628,518.943,0.55,2.585,5.449,217.247,29.51
BSM-0082,North West,Bull,108,30.1,1064.1,3.1,4,0,Mild Illness,Native Veld,25.31,10.5,64.4,121.4,Yes,Positive,25.8,571,Spring,56.3,84.1,1235,Fair,48,Rotational,Up to date,Regular,Extensive,AI,,0.916,,201.7,120.0,10.1,130.1,3642.8,203.38,1034.08,1237.46,900.0,4880.26,3980.26,11.9,No,Yes,Yes,No,2,120.0,10.1,130.1,203.38,1034.08,900.0,4880.26,3980.26,11.9,80.952,10.1,91.052,189.86,918.938,934.891,3658.254,2723.363,0.91,8.199,39.048,1256.897,31.58
BSM-0083,Limpopo,Cow,28,28.5,228.7,2.3,6,0,Healthy,Native Veld,5.69,7.0,68.8,17.3,Yes,Positive,29.6,484,Autumn,47.8,90.1,427,Fair,195,Rotational,Up to date,Regular,Extensive,Natural mating,Manual,1.269,65.0,193.3,120.0,3.21,123.21,3449.88,168.49,154.98,323.47,900.0,3773.35,2873.35,6.2,No,No,No,No,0,120.0,3.21,123.21,168.49,154.98,900.0,3773.35,2873.35,6.2,120.0,3.21,123.21,168.49,154.98,900.0,3773.35,2873.35,1.269,6.203,0.0,0.0,0.0
BSM-0084,Limpopo,Steer,10,33.8,114.6,2.8,7,0,Mild Illness,Mixed,2.19,9.5,55.6,12.8,Yes,Neutral,22.1,414,Spring,59.8,77.8,831,Fair,38,Rotational,Partial,Regular,Extensive,Natural mating,Digital,0.812,,204.4,52.02,1.04,53.06,1485.68,280.55,80.95,361.5,900.0,1847.18,947.18,3.2,Yes,No,No,No,1,52.02,1.04,53.06,280.55,80.95,900.0,1847.18,947.18,3.2,42.932,1.04,43.972,280.55,73.697,900.0,1585.463,685.463,0.8631,2.176,9.088,261.717,27.63
BSM-0085,Limpopo,Steer,23,35.4,207.0,2.3,5,0,Healthy,Native Veld,5.43,12.4,57.2,20.4,Yes,Negative,31.6,647,Spring,78.9,96.8,466,Poor,66,Continuous,Partial,Regular,Extensive,Natural mating,Manual,0.856,,183.3,120.0,2.15,122.15,3420.2,197.62,262.0,459.62,900.0,3879.82,2979.82,9.54,No,No,No,No,0,120.0,2.15,122.15,197.62,262.0,900.0,3879.82,2979.82,9.54,120.0,2.15,122.15,197.62,262.0,900.0,3879.82,2979.82,0.856,9.537,0.0,0.0,0.0
BSM-0086,Limpopo,Cow,80,32.5,867.2,2.3,3,2,Healthy,Native Veld,19.39,14.2,61.8,53.1,Yes,Positive,27.2,682,Summer,79.9,89.0,535,Poor,79,Continuous,Up to date,Regular,Extensive,Natural mating,Digital,0.448,85.3,183.1,120.0,7.56,127.56,3571.68,154.77,1071.37,1226.14,336.02,4797.82,4461.8,27.29,No,No,No,No,0,120.0,7.56,127.56,154.77,1071.37,336.02,4797.82,4461.8,27.29,120.0,7.56,127.56,154.77,1071.37,336.02,4797.82,4461.8,0.448,27.286,0.0,0.0,0.0
BSM-0087,Free State,Heifer,20,27.7,228.0,2.6,5,0,Healthy,Crop Residue,4.27,8.2,54.7,23.6,Yes,Neutral,20.3,481,Summer,68.7,75.4,1587,Fair,195,Strip,Up to date,Regular,Intensive,Natural mating,Digital,0.763,,145.6,105.24,15.0,120.24,3366.72,355.26,136.24,491.5,900.0,3858.22,2958.22,10.62,No,No,Yes,No,1,105.24,15.0,120.24,355.26,136.24,900.0,3858.22,2958.22,10.62,90.947,15.0,105.947,321.423,136.24,934.941,3424.179,2489.238,0.763,8.938,14.293,468.982,15.85
BSM-0088,North West,Cow,97,28.8,541.1,5.0,7,1,Healthy,Crop Residue,13.99,8.0,67.8,33.6,No,Neutral,20.8,597,Spring,50.2,74.5,1340,Fair,274,Strip,Up to date,Occasional,Semi-intensive,Natural mating,Manual,0.726,74.1,212.3,120.0,15.0,135.0,3780.0,261.56,435.49,697.05,900.0,4477.05,3577.05,13.5,No,Yes,No,Yes,2,120.0,15.0,135.0,261.56,435.49,900.0,4477.05,3577.05,13.5,94.577,15.0,109.577,28.6,366.52,915.632,3463.276,2547.644,0.7398,9.435,25.423,1029.406,28.78
BSM-0089,Free State,Steer,22,30.7,281.2,2.0,5,0,Healthy,Native Veld,6.12,15.3,67.0,33.7,Yes,Negative,19.0,496,Spring,54.7,71.7,1226,Fair,248,Rotational,Up to date,Regular,Extensive,AI,Manual,0.687,,195.3,120.0,2.77,122.77,3437.56,173.64,364.35,537.99,900.0,3975.55,3075.55,12.27,No,No,No,No,0,120.0,2.77,122.77,173.64,364.35,900.0,3975.55,3075.55,12.27,120.0,2.77,122.77,173.64,364.35,900.0,3975.55,3075.55,0.687,12.265,0.0,0.0,0.0
